ID,Type,Date,Time,Source,Latitude,Longitude,AutoAcknowledged,InDC
7D462275,Gunshot_or_Firecracker,7/6/2020,20:06:46,WashingtonDC7D,38.866,-76.976,TRUE,TRUE
4D133936,Gunshot_or_Firecracker,7/6/2020,20:49:41,WashingtonDC4D,38.937,-77.032,TRUE,TRUE
6D349872,Multiple_Gunshots,7/6/2020,20:49:49,WashingtonDC6D,38.894,-76.914,FALSE,TRUE
1D179991,Multiple_Gunshots,7/6/2020,21:19:38,WashingtonDC1D,38.874,-76.979,TRUE,TRUE
4D134001,Multiple_Gunshots,7/6/2020,21:24:15,WashingtonDC4D,38.943,-77.007,TRUE,TRUE
4D134003,Gunshot_or_Firecracker,7/6/2020,21:24:26,WashingtonDC4D,38.942,-77.005,TRUE,TRUE
6D350019,Multiple_Gunshots,7/6/2020,21:24:29,WashingtonDC6D,38.862,-76.986,TRUE,TRUE
5D168558,Multiple_Gunshots,7/6/2020,21:29:31,WashingtonDC5D,38.901,-77.014,FALSE,TRUE
3D128837,Multiple_Gunshots,7/6/2020,21:29:32,WashingtonDC3D,38.904,-77.016,TRUE,TRUE
1D180045,Multiple_Gunshots,7/6/2020,21:30:51,WashingtonDC1D,38.895,-76.973,TRUE,TRUE
3D128863,Gunshot_or_Firecracker,7/6/2020,21:41:53,WashingtonDC3D,38.909,-77.031,TRUE,TRUE
1D180072,Multiple_Gunshots,7/6/2020,21:42:44,WashingtonDC1D,38.889,-76.959,TRUE,TRUE
7D462775,Multiple_Gunshots,7/6/2020,21:51:57,WashingtonDC7D,38.832,-77.008,FALSE,TRUE
5D168625,Gunshot_or_Firecracker,7/6/2020,21:57:36,WashingtonDC5D,38.907,-77.021,TRUE,TRUE
1D180133,Multiple_Gunshots,7/6/2020,22:08:12,WashingtonDC1D,38.895,-76.973,TRUE,TRUE
3D128948,Gunshot_or_Firecracker,7/6/2020,22:36:06,WashingtonDC3D,38.913,-77.031,TRUE,TRUE
4D134056,Gunshot_or_Firecracker,7/6/2020,23:42:55,WashingtonDC4D,38.936,-77.034,TRUE,TRUE
4D134058,Gunshot_or_Firecracker,7/6/2020,23:51:22,WashingtonDC4D,38.937,-77.033,TRUE,TRUE
4D134059,Multiple_Gunshots,7/6/2020,23:53:27,WashingtonDC4D,38.964,-77.035,TRUE,TRUE
6D350290,Gunshot_or_Firecracker,7/6/2020,23:53:45,WashingtonDC6D,38.872,-76.934,TRUE,FALSE
6D350291,Single_Gunshot,7/6/2020,23:54:26,WashingtonDC6D,38.872,-76.934,TRUE,FALSE
5D168720,Gunshot_or_Firecracker,7/6/2020,23:54:41,WashingtonDC5D,38.927,-76.965,TRUE,TRUE
5D168721,Single_Gunshot,7/6/2020,23:55:12,WashingtonDC5D,38.927,-76.965,TRUE,TRUE
7D463111,Single_Gunshot,7/6/2020,23:55:20,WashingtonDC7D,38.823,-77.005,FALSE,TRUE
5D168722,Gunshot_or_Firecracker,7/6/2020,23:56:01,WashingtonDC5D,38.927,-76.965,TRUE,TRUE
6D350293,Gunshot_or_Firecracker,7/6/2020,23:56:28,WashingtonDC6D,38.872,-76.934,TRUE,FALSE
7D463116,Gunshot_or_Firecracker,7/6/2020,23:56:33,WashingtonDC7D,38.823,-77.005,FALSE,TRUE
6D350295,Single_Gunshot,7/6/2020,23:57:08,WashingtonDC6D,38.887,-76.907,TRUE,FALSE
5D168726,Gunshot_or_Firecracker,7/6/2020,23:57:14,WashingtonDC5D,38.927,-76.965,TRUE,TRUE
6D350307,Multiple_Gunshots,7/7/2020,0:07:49,WashingtonDC6D,38.881,-76.919,TRUE,FALSE
7D463158,Multiple_Gunshots,7/7/2020,0:09:41,WashingtonDC7D,38.827,-76.985,TRUE,FALSE
7D463159,Multiple_Gunshots,7/7/2020,0:09:49,WashingtonDC7D,38.827,-76.985,TRUE,FALSE
7D463161,Multiple_Gunshots,7/7/2020,0:11:39,WashingtonDC7D,38.855,-76.987,FALSE,TRUE
7D463168,Multiple_Gunshots,7/7/2020,0:16:20,WashingtonDC7D,38.839,-76.99,FALSE,TRUE
7D463191,Single_Gunshot,7/7/2020,1:01:39,WashingtonDC7D,38.836,-76.983,TRUE,TRUE
6D350316,Single_Gunshot,7/7/2020,1:15:10,WashingtonDC6D,38.887,-76.931,FALSE,TRUE
6D350327,Multiple_Gunshots,7/7/2020,2:30:47,WashingtonDC6D,38.874,-76.933,FALSE,TRUE
3D128978,Single_Gunshot,7/7/2020,2:42:46,WashingtonDC3D,38.924,-77.032,FALSE,TRUE
7D463214,Multiple_Gunshots,7/7/2020,3:45:53,WashingtonDC7D,38.831,-77.006,FALSE,TRUE
1D180269,Multiple_Gunshots,7/7/2020,6:24:31,WashingtonDC1D,38.911,-76.988,TRUE,TRUE
1D180270,Multiple_Gunshots,7/7/2020,6:33:07,WashingtonDC1D,38.907,-76.981,TRUE,TRUE
7D463224,Single_Gunshot,7/7/2020,9:28:06,WashingtonDC7D,38.867,-76.979,TRUE,TRUE
1D180278,Gunshot_or_Firecracker,7/7/2020,9:55:38,WashingtonDC1D,38.895,-76.979,TRUE,TRUE
6D350343,Gunshot_or_Firecracker,7/7/2020,11:12:56,WashingtonDC6D,38.898,-76.94,FALSE,TRUE
1D180295,Single_Gunshot,7/7/2020,11:38:24,WashingtonDC1D,38.91,-76.984,TRUE,TRUE
5D168808,Gunshot_or_Firecracker,7/7/2020,14:51:55,WashingtonDC5D,38.906,-76.985,FALSE,TRUE
3D129018,Gunshot_or_Firecracker,7/7/2020,15:54:49,WashingtonDC3D,38.906,-77.011,TRUE,TRUE
5D168825,Gunshot_or_Firecracker,7/7/2020,16:40:34,WashingtonDC5D,38.924,-77.002,TRUE,TRUE
7D463443,Multiple_Gunshots,7/7/2020,16:54:43,WashingtonDC7D,38.838,-76.963,TRUE,FALSE
1D180337,Gunshot_or_Firecracker,7/7/2020,17:10:13,WashingtonDC1D,38.88,-77.012,FALSE,TRUE
5D168847,Multiple_Gunshots,7/7/2020,17:37:53,WashingtonDC5D,38.906,-76.976,FALSE,TRUE
5D168848,Multiple_Gunshots,7/7/2020,17:38:04,WashingtonDC5D,38.906,-76.976,FALSE,TRUE
5D168850,Gunshot_or_Firecracker,7/7/2020,17:50:25,WashingtonDC5D,38.9,-76.974,FALSE,TRUE
5D168855,Gunshot_or_Firecracker,7/7/2020,18:26:14,WashingtonDC5D,38.925,-76.968,TRUE,TRUE
4D134149,Gunshot_or_Firecracker,7/7/2020,20:03:59,WashingtonDC4D,38.95,-77.013,TRUE,TRUE
4D134150,Multiple_Gunshots,7/7/2020,20:05:54,WashingtonDC4D,38.95,-77.012,TRUE,TRUE
3D129028,Gunshot_or_Firecracker,7/7/2020,20:09:26,WashingtonDC3D,38.904,-77.011,TRUE,TRUE
5D168894,Gunshot_or_Firecracker,7/7/2020,20:09:40,WashingtonDC5D,38.913,-76.995,FALSE,TRUE
3D129029,Gunshot_or_Firecracker,7/7/2020,20:09:44,WashingtonDC3D,38.912,-76.984,TRUE,TRUE
5D168904,Multiple_Gunshots,7/7/2020,20:32:10,WashingtonDC5D,38.925,-76.991,FALSE,TRUE
6D350750,Single_Gunshot,7/7/2020,21:04:14,WashingtonDC6D,38.912,-76.937,FALSE,TRUE
7D463808,Multiple_Gunshots,7/7/2020,21:06:37,WashingtonDC7D,38.829,-77.013,TRUE,TRUE
1D180442,Multiple_Gunshots,7/7/2020,21:09:12,WashingtonDC1D,38.901,-76.973,TRUE,TRUE
1D180447,Multiple_Gunshots,7/7/2020,21:11:07,WashingtonDC1D,38.901,-76.973,TRUE,TRUE
1D180455,Multiple_Gunshots,7/7/2020,21:15:15,WashingtonDC1D,38.899,-76.974,TRUE,TRUE
1D180470,Multiple_Gunshots,7/7/2020,21:20:07,WashingtonDC1D,38.869,-76.987,TRUE,TRUE
1D180477,Multiple_Gunshots,7/7/2020,21:21:14,WashingtonDC1D,38.884,-76.961,TRUE,TRUE
1D180502,Multiple_Gunshots,7/7/2020,21:28:40,WashingtonDC1D,38.89,-76.968,TRUE,TRUE
3D129063,Gunshot_or_Firecracker,7/7/2020,21:28:52,WashingtonDC3D,38.913,-77.003,TRUE,TRUE
6D350913,Multiple_Gunshots,7/7/2020,21:34:04,WashingtonDC6D,38.868,-76.912,TRUE,FALSE
7D464072,Multiple_Gunshots,7/7/2020,21:40:21,WashingtonDC7D,38.847,-76.961,TRUE,FALSE
7D464073,Multiple_Gunshots,7/7/2020,21:40:29,WashingtonDC7D,38.847,-76.961,TRUE,FALSE
6D350950,Single_Gunshot,7/7/2020,21:44:33,WashingtonDC6D,38.908,-76.927,TRUE,FALSE
3D129087,Gunshot_or_Firecracker,7/7/2020,21:47:04,WashingtonDC3D,38.904,-77.011,TRUE,TRUE
6D350973,Multiple_Gunshots,7/7/2020,21:49:55,WashingtonDC6D,38.847,-76.96,TRUE,FALSE
7D464205,Multiple_Gunshots,7/7/2020,21:58:21,WashingtonDC7D,38.832,-77.007,FALSE,TRUE
7D464281,Multiple_Gunshots,7/7/2020,22:09:49,WashingtonDC7D,38.818,-76.995,TRUE,FALSE
6D351035,Single_Gunshot,7/7/2020,22:16:29,WashingtonDC6D,38.903,-76.94,FALSE,TRUE
7D464328,Multiple_Gunshots,7/7/2020,22:17:19,WashingtonDC7D,38.851,-76.963,FALSE,FALSE
1D180653,Multiple_Gunshots,7/7/2020,22:24:59,WashingtonDC1D,38.896,-76.979,TRUE,TRUE
4D134247,Gunshot_or_Firecracker,7/7/2020,22:27:21,WashingtonDC4D,38.951,-77.033,TRUE,TRUE
6D351096,Multiple_Gunshots,7/7/2020,22:37:51,WashingtonDC6D,38.902,-76.947,FALSE,TRUE
1D180664,Multiple_Gunshots,7/7/2020,22:38:24,WashingtonDC1D,38.895,-76.981,TRUE,TRUE
7D464395,Multiple_Gunshots,7/7/2020,22:46:30,WashingtonDC7D,38.81,-76.983,TRUE,FALSE
6D351111,Multiple_Gunshots,7/7/2020,22:52:05,WashingtonDC6D,38.855,-76.967,TRUE,TRUE
7D464418,Gunshot_or_Firecracker,7/7/2020,22:54:39,WashingtonDC7D,38.826,-76.987,TRUE,FALSE
5D169202,Gunshot_or_Firecracker,7/7/2020,23:06:17,WashingtonDC5D,38.927,-76.956,TRUE,TRUE
1D180711,Gunshot_or_Firecracker,7/7/2020,23:07:24,WashingtonDC1D,38.877,-76.992,TRUE,TRUE
6D351181,Multiple_Gunshots,7/7/2020,23:13:35,WashingtonDC6D,38.861,-76.982,TRUE,TRUE
6D351190,Multiple_Gunshots,7/7/2020,23:16:27,WashingtonDC6D,38.893,-76.924,FALSE,TRUE
5D169217,Multiple_Gunshots,7/7/2020,23:17:57,WashingtonDC5D,38.914,-77.004,FALSE,TRUE
6D351223,Gunshot_or_Firecracker,7/7/2020,23:29:37,WashingtonDC6D,38.863,-76.98,TRUE,TRUE
7D464610,Single_Gunshot,7/7/2020,23:37:06,WashingtonDC7D,38.826,-76.985,TRUE,FALSE
5D169228,Gunshot_or_Firecracker,7/7/2020,23:42:57,WashingtonDC5D,38.902,-76.998,TRUE,TRUE
3D129169,Gunshot_or_Firecracker,7/7/2020,23:47:01,WashingtonDC3D,38.906,-77.011,TRUE,TRUE
6D351290,Multiple_Gunshots,7/7/2020,23:54:35,WashingtonDC6D,38.869,-76.941,TRUE,TRUE
6D351291,Multiple_Gunshots,7/7/2020,23:54:41,WashingtonDC6D,38.869,-76.942,TRUE,TRUE
6D351298,Multiple_Gunshots,7/8/2020,0:03:28,WashingtonDC6D,38.893,-76.924,FALSE,TRUE
7D464700,Multiple_Gunshots,7/8/2020,0:11:34,WashingtonDC7D,38.845,-76.973,FALSE,TRUE
4D134280,Multiple_Gunshots,7/8/2020,0:15:35,WashingtonDC4D,38.954,-77.026,FALSE,TRUE
1D180778,Multiple_Gunshots,7/8/2020,0:18:25,WashingtonDC1D,38.878,-76.995,TRUE,TRUE
7D464730,Multiple_Gunshots,7/8/2020,0:23:28,WashingtonDC7D,38.827,-76.988,TRUE,FALSE
7D464731,Multiple_Gunshots,7/8/2020,0:23:42,WashingtonDC7D,38.827,-76.988,TRUE,FALSE
1D180786,Multiple_Gunshots,7/8/2020,0:31:11,WashingtonDC1D,38.874,-76.975,TRUE,TRUE
6D351346,Multiple_Gunshots,7/8/2020,0:43:48,WashingtonDC6D,38.891,-76.953,FALSE,TRUE
6D351347,Multiple_Gunshots,7/8/2020,0:44:00,WashingtonDC6D,38.89,-76.954,FALSE,TRUE
4D134284,Gunshot_or_Firecracker,7/8/2020,0:46:52,WashingtonDC4D,38.953,-77.01,TRUE,TRUE
4D134286,Gunshot_or_Firecracker,7/8/2020,0:49:36,WashingtonDC4D,38.928,-77.017,TRUE,TRUE
7D464783,Single_Gunshot,7/8/2020,1:28:46,WashingtonDC7D,38.834,-76.988,FALSE,TRUE
6D351385,Gunshot_or_Firecracker,7/8/2020,1:35:58,WashingtonDC6D,38.912,-76.936,FALSE,TRUE
6D351386,Single_Gunshot,7/8/2020,1:37:34,WashingtonDC6D,38.912,-76.936,FALSE,TRUE
6D351393,Multiple_Gunshots,7/8/2020,1:47:59,WashingtonDC6D,38.855,-76.965,TRUE,TRUE
6D351395,Multiple_Gunshots,7/8/2020,1:53:02,WashingtonDC6D,38.89,-76.953,FALSE,TRUE
3D129217,Multiple_Gunshots,7/8/2020,1:55:16,WashingtonDC3D,38.901,-77.013,TRUE,TRUE
5D169309,Multiple_Gunshots,7/8/2020,2:47:17,WashingtonDC5D,38.901,-76.976,FALSE,TRUE
7D464797,Single_Gunshot,7/8/2020,2:49:54,WashingtonDC7D,38.826,-76.988,TRUE,FALSE
7D464799,Multiple_Gunshots,7/8/2020,3:13:45,WashingtonDC7D,38.844,-76.972,FALSE,TRUE
6D351417,Multiple_Gunshots,7/8/2020,4:11:10,WashingtonDC6D,38.899,-76.937,FALSE,TRUE
6D351426,Gunshot_or_Firecracker,7/8/2020,10:56:19,WashingtonDC6D,38.871,-76.926,TRUE,FALSE
6D351487,Gunshot_or_Firecracker,7/8/2020,16:07:17,WashingtonDC6D,38.912,-76.938,FALSE,TRUE
6D351488,Gunshot_or_Firecracker,7/8/2020,16:09:17,WashingtonDC6D,38.881,-76.936,FALSE,TRUE
6D351494,Multiple_Gunshots,7/8/2020,16:18:45,WashingtonDC6D,38.905,-76.932,FALSE,TRUE
6D351496,Multiple_Gunshots,7/8/2020,16:19:56,WashingtonDC6D,38.906,-76.928,FALSE,TRUE
7D464963,Single_Gunshot,7/8/2020,16:51:52,WashingtonDC7D,38.839,-76.989,FALSE,TRUE
6D351542,Gunshot_or_Firecracker,7/8/2020,17:28:28,WashingtonDC6D,38.912,-76.937,FALSE,TRUE
3D129268,Gunshot_or_Firecracker,7/8/2020,18:42:52,WashingtonDC3D,38.907,-77.017,FALSE,TRUE
4D134342,Multiple_Gunshots,7/8/2020,19:32:34,WashingtonDC4D,38.95,-77.018,FALSE,TRUE
4D134347,Gunshot_or_Firecracker,7/8/2020,19:39:41,WashingtonDC4D,38.927,-77.022,TRUE,TRUE
1D180877,Single_Gunshot,7/8/2020,19:40:45,WashingtonDC1D,38.898,-76.981,TRUE,TRUE
4D134349,Gunshot_or_Firecracker,7/8/2020,19:41:32,WashingtonDC4D,38.927,-77.022,TRUE,TRUE
4D134351,Gunshot_or_Firecracker,7/8/2020,19:42:29,WashingtonDC4D,38.927,-77.022,TRUE,TRUE
1D180920,Multiple_Gunshots,7/8/2020,20:54:41,WashingtonDC1D,38.9,-76.974,TRUE,TRUE
5D169467,Gunshot_or_Firecracker,7/8/2020,21:02:08,WashingtonDC5D,38.909,-77.011,TRUE,TRUE
6D351750,Multiple_Gunshots,7/8/2020,21:03:03,WashingtonDC6D,38.868,-76.985,FALSE,TRUE
4D134373,Gunshot_or_Firecracker,7/8/2020,21:03:08,WashingtonDC4D,38.927,-77.023,TRUE,TRUE
3D129379,Gunshot_or_Firecracker,7/8/2020,21:10:41,WashingtonDC3D,38.908,-77.019,FALSE,TRUE
4D134395,Multiple_Gunshots,7/8/2020,21:15:48,WashingtonDC4D,38.961,-77.026,FALSE,TRUE
1D181015,Multiple_Gunshots,7/8/2020,21:25:39,WashingtonDC1D,38.863,-76.991,TRUE,TRUE
7D465520,Multiple_Gunshots,7/8/2020,21:41:52,WashingtonDC7D,38.838,-76.949,TRUE,FALSE
1D181088,Multiple_Gunshots,7/8/2020,21:43:45,WashingtonDC1D,38.866,-76.983,TRUE,TRUE
5D169588,Gunshot_or_Firecracker,7/8/2020,21:44:56,WashingtonDC5D,38.926,-76.959,TRUE,TRUE
7D465555,Gunshot_or_Firecracker,7/8/2020,21:46:55,WashingtonDC7D,38.827,-76.999,FALSE,TRUE
7D465557,Gunshot_or_Firecracker,7/8/2020,21:47:01,WashingtonDC7D,38.829,-76.996,FALSE,TRUE
7D465569,Gunshot_or_Firecracker,7/8/2020,21:48:31,WashingtonDC7D,38.845,-76.999,FALSE,TRUE
7D465570,Multiple_Gunshots,7/8/2020,21:48:38,WashingtonDC7D,38.845,-76.999,FALSE,TRUE
6D351942,Multiple_Gunshots,7/8/2020,21:53:03,WashingtonDC6D,38.867,-76.982,FALSE,TRUE
5D169621,Multiple_Gunshots,7/8/2020,21:56:43,WashingtonDC5D,38.899,-76.979,FALSE,TRUE
5D169622,Multiple_Gunshots,7/8/2020,21:56:47,WashingtonDC5D,38.9,-76.986,FALSE,TRUE
6D351962,Gunshot_or_Firecracker,7/8/2020,21:56:54,WashingtonDC6D,38.897,-76.927,FALSE,TRUE
5D169629,Gunshot_or_Firecracker,7/8/2020,22:01:21,WashingtonDC5D,38.927,-76.966,TRUE,TRUE
7D465694,Multiple_Gunshots,7/8/2020,22:11:52,WashingtonDC7D,38.849,-76.966,FALSE,TRUE
7D465696,Multiple_Gunshots,7/8/2020,22:11:55,WashingtonDC7D,38.849,-76.969,FALSE,TRUE
7D465695,Multiple_Gunshots,7/8/2020,22:11:55,WashingtonDC7D,38.85,-76.97,FALSE,TRUE
7D465697,Multiple_Gunshots,7/8/2020,22:11:57,WashingtonDC7D,38.85,-76.981,FALSE,TRUE
7D465698,Multiple_Gunshots,7/8/2020,22:11:58,WashingtonDC7D,38.849,-76.964,FALSE,FALSE
1D181146,Gunshot_or_Firecracker,7/8/2020,22:12:32,WashingtonDC1D,38.903,-76.983,TRUE,TRUE
1D181189,Single_Gunshot,7/8/2020,22:28:21,WashingtonDC1D,38.903,-76.983,TRUE,TRUE
7D465789,Gunshot_or_Firecracker,7/8/2020,22:33:46,WashingtonDC7D,38.842,-76.974,TRUE,TRUE
1D181216,Single_Gunshot,7/8/2020,23:00:38,WashingtonDC1D,38.896,-76.982,TRUE,TRUE
6D352229,Multiple_Gunshots,7/8/2020,23:16:00,WashingtonDC6D,38.878,-76.932,FALSE,TRUE
6D352230,Gunshot_or_Firecracker,7/8/2020,23:16:04,WashingtonDC6D,38.877,-76.932,FALSE,TRUE
4D134518,Gunshot_or_Firecracker,7/8/2020,23:19:28,WashingtonDC4D,38.939,-77.026,FALSE,TRUE
7D465950,Multiple_Gunshots,7/8/2020,23:34:49,WashingtonDC7D,38.826,-77.002,FALSE,TRUE
7D465953,Multiple_Gunshots,7/8/2020,23:35:28,WashingtonDC7D,38.854,-76.992,FALSE,TRUE
5D169791,Gunshot_or_Firecracker,7/8/2020,23:47:36,WashingtonDC5D,38.888,-76.992,TRUE,TRUE
1D181253,Multiple_Gunshots,7/9/2020,0:17:14,WashingtonDC1D,38.86,-76.991,TRUE,TRUE
1D181256,Multiple_Gunshots,7/9/2020,0:18:37,WashingtonDC1D,38.872,-76.986,TRUE,TRUE
7D466032,Multiple_Gunshots,7/9/2020,0:35:54,WashingtonDC7D,38.85,-76.968,FALSE,TRUE
7D466035,Multiple_Gunshots,7/9/2020,0:45:02,WashingtonDC7D,38.844,-76.973,FALSE,TRUE
7D466039,Multiple_Gunshots,7/9/2020,0:45:10,WashingtonDC7D,38.844,-76.973,FALSE,TRUE
7D466052,Multiple_Gunshots,7/9/2020,1:22:08,WashingtonDC7D,38.85,-76.975,FALSE,TRUE
5D169822,Multiple_Gunshots,7/9/2020,1:29:22,WashingtonDC5D,38.907,-76.977,FALSE,TRUE
5D169823,Multiple_Gunshots,7/9/2020,1:29:30,WashingtonDC5D,38.907,-76.977,FALSE,TRUE
6D352368,Multiple_Gunshots,7/9/2020,2:00:31,WashingtonDC6D,38.891,-76.923,FALSE,TRUE
7D466064,Multiple_Gunshots,7/9/2020,2:04:46,WashingtonDC7D,38.841,-76.993,FALSE,TRUE
7D466065,Single_Gunshot,7/9/2020,2:06:31,WashingtonDC7D,38.841,-76.993,FALSE,TRUE
1D181285,Multiple_Gunshots,7/9/2020,2:44:18,WashingtonDC1D,38.867,-76.979,TRUE,TRUE
7D466074,Multiple_Gunshots,7/9/2020,3:19:41,WashingtonDC7D,38.858,-76.995,FALSE,TRUE
1D181287,Multiple_Gunshots,7/9/2020,3:19:50,WashingtonDC1D,38.85,-76.996,TRUE,TRUE
7D466081,Multiple_Gunshots,7/9/2020,3:37:45,WashingtonDC7D,38.854,-76.992,FALSE,TRUE
7D466082,Multiple_Gunshots,7/9/2020,3:37:52,WashingtonDC7D,38.854,-76.992,FALSE,TRUE
1D181290,Multiple_Gunshots,7/9/2020,3:37:53,WashingtonDC1D,38.87,-77.009,FALSE,TRUE
6D352410,Single_Gunshot,7/9/2020,3:44:23,WashingtonDC6D,38.901,-76.909,TRUE,FALSE
6D352411,Gunshot_or_Firecracker,7/9/2020,3:44:31,WashingtonDC6D,38.9,-76.91,TRUE,FALSE
6D352412,Multiple_Gunshots,7/9/2020,3:50:04,WashingtonDC6D,38.887,-76.927,FALSE,TRUE
5D169840,Single_Gunshot,7/9/2020,4:52:00,WashingtonDC5D,38.927,-76.977,FALSE,TRUE
6D352427,Multiple_Gunshots,7/9/2020,6:35:41,WashingtonDC6D,38.912,-76.938,FALSE,TRUE
6D352481,Multiple_Gunshots,7/9/2020,15:54:09,WashingtonDC6D,38.902,-76.942,FALSE,TRUE
1D181353,Single_Gunshot,7/9/2020,16:52:53,WashingtonDC1D,38.899,-76.982,TRUE,TRUE
1D181354,Single_Gunshot,7/9/2020,16:56:14,WashingtonDC1D,38.895,-76.98,TRUE,TRUE
4D134565,Gunshot_or_Firecracker,7/9/2020,17:37:57,WashingtonDC4D,38.942,-77.002,TRUE,TRUE
7D466257,Multiple_Gunshots,7/9/2020,18:12:46,WashingtonDC7D,38.848,-76.969,FALSE,TRUE
7D466258,Multiple_Gunshots,7/9/2020,18:12:51,WashingtonDC7D,38.848,-76.969,FALSE,TRUE
7D466260,Multiple_Gunshots,7/9/2020,18:12:59,WashingtonDC7D,38.848,-76.969,FALSE,TRUE
1D181372,Multiple_Gunshots,7/9/2020,18:35:52,WashingtonDC1D,38.898,-76.98,TRUE,TRUE
6D352550,Gunshot_or_Firecracker,7/9/2020,19:00:03,WashingtonDC6D,38.909,-76.941,FALSE,TRUE
3D129559,Gunshot_or_Firecracker,7/9/2020,19:00:04,WashingtonDC3D,38.916,-77.004,TRUE,TRUE
7D466327,Multiple_Gunshots,7/9/2020,19:23:55,WashingtonDC7D,38.863,-76.973,TRUE,TRUE
6D352572,Multiple_Gunshots,7/9/2020,19:34:33,WashingtonDC6D,38.893,-76.913,FALSE,TRUE
6D352583,Multiple_Gunshots,7/9/2020,19:58:51,WashingtonDC6D,38.863,-76.972,TRUE,TRUE
6D352598,Gunshot_or_Firecracker,7/9/2020,20:17:58,WashingtonDC6D,38.91,-76.942,TRUE,TRUE
7D466488,Multiple_Gunshots,7/9/2020,21:01:39,WashingtonDC7D,38.826,-76.985,TRUE,FALSE
7D466507,Gunshot_or_Firecracker,7/9/2020,21:08:05,WashingtonDC7D,38.828,-76.996,FALSE,TRUE
1D181454,Multiple_Gunshots,7/9/2020,21:09:33,WashingtonDC1D,38.886,-76.977,TRUE,TRUE
1D181455,Multiple_Gunshots,7/9/2020,21:09:38,WashingtonDC1D,38.886,-76.977,TRUE,TRUE
4D134615,Single_Gunshot,7/9/2020,21:10:37,WashingtonDC4D,38.955,-77.023,FALSE,TRUE
1D181464,Multiple_Gunshots,7/9/2020,21:11:08,WashingtonDC1D,38.886,-76.977,TRUE,TRUE
6D352728,Multiple_Gunshots,7/9/2020,21:14:57,WashingtonDC6D,38.862,-76.965,TRUE,TRUE
1D181475,Multiple_Gunshots,7/9/2020,21:16:51,WashingtonDC1D,38.887,-76.952,TRUE,TRUE
7D466573,Multiple_Gunshots,7/9/2020,21:22:58,WashingtonDC7D,38.848,-77.004,TRUE,TRUE
5D169985,Gunshot_or_Firecracker,7/9/2020,21:25:51,WashingtonDC5D,38.895,-76.96,TRUE,TRUE
1D181503,Multiple_Gunshots,7/9/2020,21:34:22,WashingtonDC1D,38.886,-76.977,TRUE,TRUE
5D170020,Gunshot_or_Firecracker,7/9/2020,21:44:57,WashingtonDC5D,38.894,-76.965,TRUE,TRUE
4D134659,Gunshot_or_Firecracker,7/9/2020,21:47:14,WashingtonDC4D,38.941,-76.996,TRUE,TRUE
1D181560,Multiple_Gunshots,7/9/2020,21:59:34,WashingtonDC1D,38.868,-76.986,TRUE,TRUE
6D352989,Multiple_Gunshots,7/9/2020,22:30:26,WashingtonDC6D,38.902,-76.936,FALSE,TRUE
6D353019,Gunshot_or_Firecracker,7/9/2020,22:42:23,WashingtonDC6D,38.892,-76.945,FALSE,TRUE
1D181625,Multiple_Gunshots,7/9/2020,22:48:36,WashingtonDC1D,38.911,-76.988,TRUE,TRUE
7D466891,Multiple_Gunshots,7/9/2020,23:08:47,WashingtonDC7D,38.868,-76.97,TRUE,TRUE
3D129746,Gunshot_or_Firecracker,7/9/2020,23:09:15,WashingtonDC3D,38.905,-77.01,TRUE,TRUE
6D353052,Multiple_Gunshots,7/9/2020,23:11:57,WashingtonDC6D,38.871,-76.91,TRUE,FALSE
3D129751,Gunshot_or_Firecracker,7/9/2020,23:27:29,WashingtonDC3D,38.905,-77.011,TRUE,TRUE
3D129755,Gunshot_or_Firecracker,7/9/2020,23:42:12,WashingtonDC3D,38.905,-77.01,TRUE,TRUE
5D170156,Gunshot_or_Firecracker,7/10/2020,0:07:51,WashingtonDC5D,38.931,-76.967,TRUE,TRUE
6D353144,Multiple_Gunshots,7/10/2020,0:13:52,WashingtonDC6D,38.903,-76.95,FALSE,TRUE
3D129757,Gunshot_or_Firecracker,7/10/2020,0:15:30,WashingtonDC3D,38.903,-77.014,TRUE,TRUE
7D467029,Multiple_Gunshots,7/10/2020,0:18:56,WashingtonDC7D,38.828,-76.998,FALSE,TRUE
1D181698,Multiple_Gunshots,7/10/2020,1:02:48,WashingtonDC1D,38.905,-76.981,TRUE,TRUE
7D467065,Multiple_Gunshots,7/10/2020,1:11:27,WashingtonDC7D,38.86,-76.969,FALSE,TRUE
6D353188,Single_Gunshot,7/10/2020,2:01:23,WashingtonDC6D,38.916,-76.929,TRUE,FALSE
7D467093,Single_Gunshot,7/10/2020,2:02:49,WashingtonDC7D,38.846,-77,FALSE,TRUE
7D467113,Multiple_Gunshots,7/10/2020,4:13:31,WashingtonDC7D,38.839,-76.99,FALSE,TRUE
7D467115,Gunshot_or_Firecracker,7/10/2020,5:07:44,WashingtonDC7D,38.878,-76.98,TRUE,TRUE
7D467117,Multiple_Gunshots,7/10/2020,5:49:41,WashingtonDC7D,38.826,-76.999,FALSE,TRUE
3D129766,Single_Gunshot,7/10/2020,6:08:04,WashingtonDC3D,38.907,-77.011,FALSE,TRUE
5D170181,Multiple_Gunshots,7/10/2020,6:08:10,WashingtonDC5D,38.906,-77.01,FALSE,TRUE
3D129767,Multiple_Gunshots,7/10/2020,6:08:14,WashingtonDC3D,38.906,-77.01,FALSE,TRUE
